Launch Date,Name,Launch Site,Contractor,Class,Sub-type,Ejector,Mission Type,Mission Status,Functional Status,Launch Vehicle
3/2/2015,Flock-1b 10 081C,AFETR,Planet Labs,com,3U,NRCSD,I,4,D,Antares-120
3/3/2015,Flock-1d' 01 0A16,AFETR,Planet Labs,com,3U,NRCSD,I,4,A,Falcon-9
3/3/2015,Flock-1d' 02 0C02,AFETR,Planet Labs,com,3U,NRCSD,I,4,A,Falcon-9
3/3/2015,Flock-1b 05 0822,AFETR,Planet Labs,com,3U,NRCSD,I,4,D,Antares-120
3/3/2015,Flock-1b 06 0901,AFETR,Planet Labs,com,3U,NRCSD,I,4,A,Antares-120
3/4/2015,TechEdSat 4 (TES 4),AFETR,San Jose State University,uni,3U,NRCSD,T,2,D,Antares-120
3/4/2015,GEARRSAT,AFETR,NearSpace Launch,com,3U,NRCSD,T,2,A,Antares-120
3/4/2015,MicroMAS,AFETR,MIT,uni,3U,NRCSD,S,2,D,Antares-120
3/4/2015,Lambdasat,AFETR,Greek Silicon Valley folks,uni,1U,NRCSD,T,3,D,Antares-120
3/5/2015,Flock-1b 11 0815,AFETR,Planet Labs,com,3U,NRCSD,I,4,D,Antares-120
3/5/2015,Flock-1b 12 0824,AFETR,Planet Labs,com,3U,NRCSD,I,4,D,Antares-120
5/20/2015,USS Langley,AFETR,US Naval Academy,uni,3U,PPOD,T,2,A,Atlas-5 (501)
5/20/2015,OptiCube 1,AFETR,Cal Poly,uni,3U,PPOD,T,?,A,Atlas-5 (501)
5/20/2015,PSat A,AFETR,NearSpace Launch,mil,3U,PPOD,T,4,A,Atlas-5 (501)
5/20/2015,BRICSat-P,AFETR,US Naval Academy,mil,1.5U,PPOD,T,3,A,Atlas-5 (501)
5/20/2015,OptiCube 2,AFETR,Cal Poly,uni,3U,PPOD,T,?,A,Atlas-5 (501)
5/20/2015,GEARRS 2,AFETR,NearSpace Launch,mil,3U,PPOD,T,?,A,Atlas-5 (501)
5/20/2015,OptiCube 3,AFETR,Cal Poly,uni,3U,PPOD,T,?,A,Atlas-5 (501)
5/20/2015,AeroCube 8A,AFETR,Aerospace Corporation,mil,1.5U,PPOD,T,?,A,Atlas-5 (501)
5/20/2015,AeroCube 8B,AFETR,Aerospace Corporation,mil,1.5U,PPOD,T,?,A,Atlas-5 (501)
5/20/2015,LightSail A,AFETR,Planetary Society,com,3U,PPOD,T,5,D,Atlas-5 (501)
6/28/2015,Flock-1f 01,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 02,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 03,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 04,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 05,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 06,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 07,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
6/28/2015,Flock-1f 08,AFETR,Planet Labs,com,3U,NRCSD,I,1,D,Falcon-9 v1.1
7/10/2015,DeorbitSail,SRI,University of Surrey,com,3U,,T,0,A,PSLV-XL
7/14/2015,Flock-1e 02 0B10,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/14/2015,Flock-1e 01 0B1A,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/14/2015,Flock-1e 04 0C06,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/14/2015,Flock-1e 03 0C03,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 07 0B0E,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 08 0B0D,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 05 0B07,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 06 0B0B,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 09 0B1F,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 10 0B09,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 11 0B1E,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 12 0B0A,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 13 0C07,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Flock-1e 14 0B0F,AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
7/17/2015,Centennial-1,AFETR,Booz Allen Hamilton,civ,1U,NRCSD,T,1,A,Falcon-9
7/17/2015,Arkyd-3 Reflight,AFETR,Planetary Resources Inc.,com,3U,NRCSD,T,0,A,Falcon-9
9/17/2015,SERPENS,TNSTA,SERPENS,uni,3U,JSSOD,T,2,A,H-2A
9/17/2015,S-CUBE,TNSTA,Tohoku University,uni,3U,JSSOD,T,2,A,H-2A
9/19/2015,DCBB (CAS 3G),TSC,Shenzhen Aerospace Dongfanghong HIT Satellite Ltd.,com,2U,,C,?,A,Long March 6
9/25/2015,NJFA (TW 1C),JSC,Shanghai Engineering Center for Microsatellites,com,3U,PSL,T,?,A,Long March 11
9/25/2015,NJUST 2 (TW 1B),JSC,Nanjing University,uni,2U,PSL,T,?,A,Long March 11
9/25/2015,Shankeda 2 (TW 1A),JSC,Shanghai Engineering Center for Microsatellites,com,2U,PSL,T,?,A,Long March 11
9/28/2015,Lemur 2 Joel,SRI,Spire,com,3U,,I,?,A,PSLV-XL
9/28/2015,Lemur 2 Peter,SRI,Spire,com,3U,,I,?,A,PSLV-XL
9/28/2015,Lemur 2 Jeroen,SRI,Spire,com,3U,,I,?,A,PSLV-XL
9/28/2015,Lemur 2 Chris,SRI,Spire,com,3U,,I,?,A,PSLV-XL
10/5/2015,GOMX-3 ,TNSTA,GOMSpace,com,3U,JSSOD,T,?,A,H-2B-304
10/5/2015,AAUSAT-5 ,TNSTA,Aalborg University,uni,3U,JSSOD,C,?,A,H-2B-304
10/6/2015,Flock-2b 01 (0C70),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 02 (0c18),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 03 (0C53),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 04 (0C72),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 05 (0C73),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 06 (0C69),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 07 (0C66),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 08 (0C55),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 10 (0C64),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/6/2015,Flock-2b 09 (0C68),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/8/2015,Aerocube 5c ,AFWTR,Aerospace Corporation,mil,1.5U,P-POD,T,?,A,Atlas-5(401)
10/8/2015,Aerocube 7 (OCSD-A),AFWTR,Aerospace Corporation,mil,1.5U,P-POD,T,3,A,Atlas-5(401)
10/8/2015,Fox 1A (AO-85),AFWTR,AMSAT,com,1U,P-POD,C,4,A,Atlas-5(401)
10/8/2015,BisonSat ,AFWTR,Salish Kootenai College,uni,1U,P-POD,E,?,A,Atlas-5(401)
10/8/2015,ARC-1 ,AFWTR,University of Alaska Fairbanks,uni,1U,P-POD,E,?,A,Atlas-5(401)
10/8/2015,SNAP-3 ALICE ,AFWTR,,mil,3U,P-POD,C,?,A,Atlas-5(401)
10/8/2015,LMRST ,AFWTR,NASA JPL,civ,3U,P-POD,T,?,A,Atlas-5(401)
10/8/2015,SNAP-3 EDDIE ,AFWTR,,mil,3U,P-POD,C,?,A,Atlas-5(401)
10/8/2015,PropCube Merryweather ,AFWTR,Naval Postgraduate School,uni,1U,P-POD,S,?,A,Atlas-5(401)
10/8/2015,SINOD-D-1 ,AFWTR,Tyvak,com,3U,P-POD,T,?,A,Atlas-5(401)
10/8/2015,SNAP-3 JIMI ,AFWTR,,mil,3U,P-POD,C,?,A,Atlas-5(401)
10/8/2015,PropCube Flora ,AFWTR,Naval Postgraduate School,uni,1U,P-POD,S,?,A,Atlas-5(401)
10/8/2015,SINOD-D-3 ,AFWTR,Tyvak,com,3U,P-POD,T,?,A,Atlas-5(401)
10/8/2015,GRACE ,AFWTR,,mil,3U,P-POD,C,?,A,Atlas-5(401)
10/9/2015,Flock-2b 13 (0C74),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
10/9/2015,Flock-2b 14 (0C47),AFETR,Planet Labs,com,3U,NRCSD,I,0,A,Falcon-9
11/3/2015,Argus,KAUAI,Saint Louis University,uni,2U,NLAS,S,1,A,SPARK
11/3/2015,PrintSat,KAUAI,Montana State University,uni,1U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 1,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 2,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 3,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 4,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 5,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 6,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 7,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,EDSN 8,KAUAI,NASA Ames,civ,1.5U,NLAS,T,1,A,SPARK
11/3/2015,Supernova-Beta,KAUAI,Pumpkin,com,6U,CSD,I,1,A,SPARK
11/3/2015,STACEM,KAUAI,Space Dynamics Laboratory,civ,3U,NLAS,I,1,A,SPARK
10/8/2015,Flock-2b 11 (0C71),AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
10/8/2015,Flock-2b 12 (0C51),AFETR,Planet Labs,com,3U,NRCSD,I,1,A,Falcon-9
12/6/2015,Bevo 2,AFETR,Texas A&M University,uni,3U,,T,1,,Atlas-5(401)
12/6/2015,MinXSS,AFETR,University of Colorado Boulder,uni,3U,NRCSD,S,1,,Atlas-5(401)
12/6/2015,CADRE,AFETR,University of Michigan,uni,3U,NRCSD,T,1,,Atlas-5(401)
12/6/2015,STMSat 1,AFETR,St. Thomas More Cathedral School,uni,1U,NRCSD,E,1,,Atlas-5(401)
12/6/2015,Nodes 1,AFETR,NASA Ames,civ,1.5U,NRCSD,T,1,,Atlas-5(401)
12/6/2015,Nodes 2,AFETR,NASA Ames,civ,1.5U,NRCSD,T,1,,Atlas-5(401)
12/6/2015,Flock 2e 1,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 2,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 3,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 4,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 5,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 6,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 7,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 8,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 9,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 10,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 11,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
12/6/2015,Flock 2e 12,AFETR,Planet Labs,com,3U,NRCSD,I,1,,Atlas-5(401)
